MONTH,DAY,YEAR,DOY,TMAX,TMIN,TMEAN,RAIN
1,1,2016,1,8.672222222,3.116666667,5.658564815,0
1,2,2016,2,9.6,2.961111111,6.446527778,0
1,3,2016,3,14.81666667,4.511111111,8.712037037,0
1,4,2016,4,12.65555556,-0.883333333,5.136805556,0
1,5,2016,5,8.072222222,-2.6,2.446527778,0
1,6,2016,6,10.73333333,0.072222222,6.333101852,5.08
1,7,2016,7,17.02222222,10.8,12.87685185,10.16
1,8,2016,8,16.64444444,10.65555556,12.94652778,2.286
1,9,2016,9,11.45,2.983333333,6.859027778,0.762
1,10,2016,10,6.805555556,-2.694444444,1.630092593,0
1,11,2016,11,10.39444444,-3.283333333,2.352546296,0
1,12,2016,12,17.31666667,-0.788888889,7.239583333,0
1,13,2016,13,18.36666667,2.472222222,9.461805556,0
1,14,2016,14,18.33888889,5.233333333,11.92685185,0
1,15,2016,15,19.25,4.4,13.42453704,0
1,16,2016,16,8.966666667,1.644444444,5.422222222,2.032
1,17,2016,17,12.72777778,-2.005555556,4.380555556,0
1,18,2016,18,13.68333333,-1.522222222,5.013657407,0
1,19,2016,19,18.47777778,0.316666667,9.994675926,0
1,20,2016,20,13.88888889,4.272222222,9.206018519,0
1,21,2016,21,8.783333333,3.077777778,6.212731481,24.892
1,22,2016,22,8.922222222,1.35,4.141666667,0
1,23,2016,23,11.12777778,-2.594444444,2.864814815,0
1,24,2016,24,16.63888889,0.666666667,8.474537037,0
1,25,2016,25,22.76111111,11.39444444,15.63518519,0
1,26,2016,26,13.03333333,5.066666667,8.483564815,0
1,27,2016,27,12.38333333,-0.355555556,5.116666667,0
1,28,2016,28,18.75,-1.522222222,8.702083333,0
1,29,2016,29,24.22777778,4.9,15.66180556,0
1,30,2016,30,24.43333333,11.70555556,17.42615741,0
1,31,2016,31,25.46111111,13.67222222,19.79189815,0
2,1,2016,32,25.2,6.433333333,16.15925926,0
2,2,2016,33,21.51111111,10.6,17.17800926,0
2,3,2016,34,11.63333333,1.205555556,6.871527778,0
2,4,2016,35,11.63333333,-1.588888889,4.172685185,0
2,5,2016,36,14.23333333,-2.455555556,5.270833333,0
2,6,2016,37,10.9,2.711111111,5.722453704,1.27
2,7,2016,38,17.91666667,-0.611111111,8.652546296,0
2,8,2016,39,12.51666667,5.711111111,9.217592593,0
2,9,2016,40,14.99444444,1.922222222,8.426157407,0
2,10,2016,41,19.42777778,0.916666667,10.52986111,0
2,11,2016,42,25.22222222,10.72777778,16.6912037,0
2,12,2016,43,21.99444444,4.427777778,12.02916667,0
2,13,2016,44,16.61666667,4.316666667,10.4912037,0
2,14,2016,45,21.57777778,11.26666667,16.60208333,0
2,15,2016,46,19.54444444,7.961111111,14.88541667,12.446
2,16,2016,47,23.65555556,6.055555556,14.7625,0
2,17,2016,48,21.2,3.255555556,11.83935185,0
2,18,2016,49,25.99444444,8.366666667,17.00324074,0
2,19,2016,50,25.25,14.95,19.46134259,0
2,20,2016,51,20.6,16.83333333,18.60555556,0
2,21,2016,52,22.28888889,17.17777778,19.33865741,32.512
2,22,2016,53,16.05555556,11.7,13.44212963,3.048
2,23,2016,54,11.38888889,5.344444444,9.18587963,17.78
2,24,2016,55,13.8,5.55,8.949305556,0
2,25,2016,56,15.75555556,3.216666667,9.987268519,0
2,26,2016,57,15.09444444,-1.088888889,6.946296296,0
2,27,2016,58,22.07222222,2.544444444,12.56134259,0
2,28,2016,59,21.83888889,8.172222222,15.19907407,0
2,29,2016,60,22.92222222,12.73888889,17.47800926,0
3,1,2016,61,22.15,9.544444444,17.23078704,0
3,2,2016,62,21.71111111,4.35,13.83634259,0
3,3,2016,63,24.97777778,8.822222222,18.65,0
3,4,2016,64,22.66666667,4.15,13.31134259,0
3,5,2016,65,24.87222222,6.411111111,15.87060185,0
3,6,2016,66,23.85555556,10.05,17.00787037,0
3,7,2016,67,24.03888889,15.83888889,19.3400463,0
3,8,2016,68,21.78888889,15.53888889,18.21643519,83.566
3,9,2016,69,17.02222222,14.42222222,15.60416667,127
3,10,2016,70,21.13888889,15.56111111,17.90648148,38.608
3,11,2016,71,21.83888889,15.05555556,17.60046296,3.048
3,12,2016,72,20.86111111,14.07222222,16.42314815,16.002
3,13,2016,73,25.57222222,12.34444444,18.83101852,0
3,14,2016,74,31,11.33333333,21.71111111,0
3,15,2016,75,29.11111111,17.24444444,22.47384259,0
3,16,2016,76,26.41111111,9.305555556,18.10046296,0
3,17,2016,77,17.80555556,12.05,15.5099537,1.524
3,18,2016,78,19.87222222,12.06111111,15.47615741,0
3,19,2016,79,15.71111111,6.866666667,11.3412037,0
3,20,2016,80,12.39444444,1.922222222,7.516435185,0
3,21,2016,81,17.81666667,-0.411111111,9.155092593,0
3,22,2016,82,23.24444444,6.1,15.2912037,0
3,23,2016,83,25.52777778,17.12777778,20.56527778,0
3,24,2016,84,20.47777778,7.872222222,12.63194444,11.684
3,25,2016,85,20.67222222,3.788888889,12.68402778,0
3,26,2016,86,25.48333333,8.683333333,17.08101852,0
3,27,2016,87,20.60555556,10.06111111,15.7837963,0
3,28,2016,88,21.45,3.794444444,12.84884259,0
3,29,2016,89,20.97777778,10.46111111,16.22916667,0
3,30,2016,90,24.35,19.77222222,21.54930556,7.62
3,31,2016,91,28.72222222,16.2,22.71527778,0
4,1,2016,92,16.08888889,6.95,11.77615741,0.762
4,2,2016,93,19.4,4.761111111,11.73055556,0
4,3,2016,94,23.63333333,4.144444444,14.86712963,0
4,4,2016,95,27.55555556,10.23333333,18.72199074,0
4,5,2016,96,29,12.55,21.12824074,0
4,6,2016,97,24.6,12.63333333,18.38009259,0
4,7,2016,98,28.83333333,10.66666667,19.74976852,0
4,8,2016,99,23.68333333,9.811111111,16.99699074,0
4,9,2016,100,21.66666667,9.044444444,15.42060185,1.778
4,10,2016,101,25.90555556,14.95,20.67662037,0
4,11,2016,102,26.45555556,16.81666667,21.46412037,19.05
4,12,2016,103,20.25,15.31666667,17.26921296,0
4,13,2016,104,22.81666667,13.80555556,17.95115741,0
4,14,2016,105,19.93333333,12.75,15.77407407,0.254
4,15,2016,106,25.50555556,11.03888889,17.99467593,0
4,16,2016,107,25.5,18.30555556,21.07268519,0
4,17,2016,108,21.82777778,17.83888889,20.09861111,37.592
4,18,2016,109,19.66666667,17.51111111,18.55023148,54.864
4,19,2016,110,25.77222222,17.85,21.37291667,0
4,20,2016,111,24.18333333,14.98888889,19.29837963,24.892
4,21,2016,112,25.28888889,13.26666667,18.67986111,0.508
4,22,2016,113,26.11666667,12.41111111,19.2724537,0
4,23,2016,114,28.05555556,11.90555556,19.9875,0
4,24,2016,115,26.72222222,13.45555556,20.94884259,0
4,25,2016,116,29.72222222,18.54444444,23.75555556,0
4,26,2016,117,29.72222222,22.23888889,25.16805556,0
4,27,2016,118,29.05555556,14.93888889,21.85277778,23.368
4,28,2016,119,29.55555556,12.63888889,22.28425926,0
4,29,2016,120,26.27222222,19.24444444,23.50787037,151.638
4,30,2016,121,29.55555556,18.30555556,22.75532407,6.096
5,1,2016,122,26.51111111,16.62222222,21.6224537,0
5,2,2016,123,19.51111111,11.91666667,16.38518519,9.906
5,3,2016,124,21.52777778,8.272222222,15.2662037,0
5,4,2016,125,26.83333333,10.67777778,19.62013889,0
5,5,2016,126,25.81111111,11.15,18.8375,0
5,6,2016,127,27.38888889,10.86111111,19.15300926,0
5,7,2016,128,29,12.06666667,21.30717593,0
5,8,2016,129,23.80555556,15.36111111,20.12037037,0
5,9,2016,130,28.11111111,18.64444444,23.08333333,0
5,10,2016,131,31.55555556,19.86111111,25.80625,0
5,11,2016,132,30.44444444,19.90555556,24.83587963,0
5,12,2016,133,28.72222222,19.83888889,24.10185185,0
5,13,2016,134,28.38888889,15.52777778,21.58425926,0
5,14,2016,135,25.8,16.44444444,21.42430556,0
5,15,2016,136,24.38333333,16.54444444,19.92893519,0
5,16,2016,137,21.94444444,17.17777778,19.17222222,0.762
5,17,2016,138,28.61111111,18.95555556,22.90439815,0.508
5,18,2016,139,18.48333333,15.21111111,16.27384259,36.068
5,19,2016,140,17.93888889,14.51666667,16.26875,15.748
5,20,2016,141,25.95555556,16.71111111,20.08078704,0
5,21,2016,142,28.77777778,14.13888889,21.80277778,0
5,22,2016,143,28.72222222,18.70555556,23.50185185,0
5,23,2016,144,29.77777778,18.79444444,24.23935185,0
